0 0 0
1 0 0
1 1 0
2 1 0
2 1 1
3 1 1
3 2 1
4 2 1
5 2 1
5 3 1
6 3 1
6 3 2
7 3 2
7 4 2
8 4 2
8 5 2
9 5 2
9 5 3
10 5 3
10 6 3
11 6 3
12 6 3
12 7 3
13 7 3
13 7 4
14 7 4
14 8 4
15 8 4
15 8 5
16 8 5
16 9 5
17 9 5
18 9 5
18 10 5
19 10 5
19 10 6
20 10 6
20 11 6
21 11 6
21 12 6
22 12 6
22 12 7
23 12 7
23 13 7
24 13 7
25 13 7
25 14 7
26 14 7
26 14 8
27 14 8
27 15 8
28 15 8
29 15 8
29 16 8
30 16 8
30 16 9
31 16 9
31 17 9
32 17 9
32 18 9
33 18 9
33 18 10
34 18 10
34 19 10
35 19 10
36 19 10
36 20 10
